IGHV1-5*01	1	90	91	105	106	147	148	198	199	294
IGHV1-50*01	1	90	91	105	106	147	148	198	199	294
IGHV1-51*01	1	90	91	105	106	147	148	198	199	294
IGHV1-52*01	1	90	91	105	106	147	148	198	199	294
IGHV1-53*01	1	90	91	105	106	147	148	198	199	294
IGHV1-53*02	1	90	91	105	106	147	148	198	199	252
IGHV1-53*03	1	90	91	105	106	147	148	198	199	252
IGHV1-53*04	1	90	91	105	106	147	148	198	199	252
IGHV1-54*01	1	90	91	105	106	147	148	198	199	294
IGHV1-54*02	1	90	91	105	106	147	148	198	199	294
IGHV1-54*03	1	90	91	105	106	147	148	198	199	294
IGHV1-55*01	1	90	91	105	106	147	148	198	199	294
IGHV1-55*02	1	90	91	105	106	147	148	198	199	252
IGHV1-55*03	1	90	91	105	106	147	148	198	199	252
IGHV1-55*04	1	90	91	105	106	147	148	198	199	252
IGHV1-56*01	1	90	91	105	106	147	148	198	199	294
IGHV1-56*02	1	90	91	105	106	147	148	198	199	294
IGHV1-58*01	1	90	91	105	106	147	148	198	199	294
IGHV1-58*02	1	90	91	105	106	147	148	198	199	294
IGHV1-59*01	1	90	91	105	106	147	148	198	199	294
IGHV1-60*01	1	90	91	105	106	147	148	198	199	294
IGHV1-61*01	1	90	91	105	106	147	148	198	199	294
IGHV1-62-1*01	1	90	91	105	106	147	148	198	199	292
IGHV1-62-2*01	1	90	91	105	106	147	148	198	199	294
IGHV1-62-3*01	1	90	91	105	106	147	148	198	199	294
IGHV1-62-3*02	1	90	91	105	106	147	148	198	199	252
IGHV1-63*01	1	90	91	105	106	147	148	198	199	294
IGHV1-63*02	1	90	91	105	106	147	148	198	199	294
IGHV1-64*01	1	90	91	105	106	147	148	198	199	294
IGHV1-64*02	1	90	91	105	106	147	148	198	199	252
IGHV1-66*01	1	90	91	105	106	147	148	198	199	294
IGHV1-67*01	1	90	91	105	106	147	148	198	199	294
IGHV1-69*01	1	90	91	105	106	147	148	198	199	294
IGHV1-69*02	1	90	91	105	106	147	148	198	199	294
IGHV1-69*03	1	90	91	105	106	147	148	198	199	252
IGHV1-7*01	1	90	91	105	106	147	148	198	199	294
IGHV1-70*01	1	90	91	105	106	147	148	198	199	294
IGHV1-71*01	1	90	91	105	106	147	148	198	199	294
IGHV1-71*02	1	81	82	96	97	138	139	189	190	285
IGHV1-72*01	1	90	91	105	106	147	148	198	199	294
IGHV1-72*02	1	90	91	105	106	147	148	198	199	252
IGHV1-72*03	1	90	91	105	106	147	148	198	199	252
IGHV1-72*04	1	90	91	105	106	147	148	198	199	294
IGHV1-72*05	1	90	91	105	106	147	148	198	199	252
IGHV1-74*01	1	90	91	105	106	147	148	198	199	294
IGHV1-74*02	1	90	91	105	106	147	148	198	199	252
IGHV1-74*03	1	90	91	105	106	147	148	198	199	252
IGHV1-74*04	1	90	91	105	106	147	148	198	199	294
IGHV1-75*01	1	90	91	105	106	147	148	198	199	294
IGHV1-76*01	1	90	91	105	106	147	148	198	199	294
IGHV1-77*01	1	90	91	105	106	147	148	198	199	294
IGHV1-78*01	1	90	91	105	106	147	148	198	199	294
IGHV1-79*01	1	90	91	105	106	147	148	198	199	294
IGHV1-8*01	1	90	91	105	106	147	148	198	199	294
IGHV1-80*01	1	90	91	105	106	147	148	198	199	294
IGHV1-81*01	1	90	91	105	106	147	148	198	199	294
IGHV1-82*01	1	90	91	105	106	147	148	198	199	294
IGHV1-83*01	1	90	91	105	106	147	148	198	199	294
IGHV1-84*01	1	90	91	105	106	147	148	198	199	294
IGHV1-84*02	1	90	91	105	106	147	148	198	199	294
IGHV1-85*01	1	90	91	105	106	147	148	198	199	294
IGHV1-87*01	1	90	91	105	106	147	148	198	199	294
IGHV1-9*01	1	90	91	105	106	147	148	198	199	294
IGHV10-1*01	1	90	91	105	106	147	148	204	205	300
IGHV10-1*02	1	90	91	105	106	147	148	204	205	300
IGHV10-3*01	1	90	91	105	106	147	148	204	205	300
IGHV10-3*02	1	90	91	105	106	147	148	204	205	300
IGHV10-3*03	1	90	91	105	106	147	148	204	205	300
IGHV10S3*01	1	90	91	105	106	147	148	204	205	300
IGHV10S4*01	1	90	91	105	106	147	148	204	205	300
IGHV11-1*01	1	90	91	105	106	147	148	198	199	294
IGHV11-1*02	1	90	91	105	106	147	148	198	199	294
IGHV11-2*01	1	90	91	105	106	147	148	198	199	294
IGHV11-2*02	1	90	91	105	106	147	148	198	199	294
IGHV12-1*01	1	90	91	111	112	153	154	201	202	297
IGHV12-1*02	1	90	91	111	112	153	154	201	202	297
IGHV12-1-1*01	1	90	91	111	112	153	154	201	202	297
IGHV12-1-2*01	1	90	91	111	112	153	154	201	202	297
IGHV12-2*01	1	90	91	111	112	153	154	201	202	297
IGHV12-2-1*01	1	90	91	111	112	153	154	201	202	297
IGHV12-3*01	1	90	91	108	109	150	151	198	199	294
IGHV12-3*02	1	90	91	108	109	150	151	198	199	294
IGHV13-1*01	1	90	91	105	106	147	148	204	205	300
IGHV13-1*02	1	90	91	105	106	147	148	204	205	300
IGHV13-2*01	1	90	91	105	106	147	148	204	205	300
IGHV13-2*02	1	90	91	105	106	147	148	204	205	300
IGHV13-2*03	1	90	91	105	106	147	148	204	205	300
IGHV14-1*01	1	90	91	105	106	147	148	198	199	294
IGHV14-1*02	1	90	91	105	106	147	148	198	199	294
IGHV14-2*01	1	90	91	105	106	147	148	198	199	294
IGHV14-2*02	1	90	91	105	106	147	148	198	199	294
IGHV14-3*01	1	90	91	105	106	147	148	198	199	294
IGHV14-3*02	1	90	91	105	106	147	148	198	199	294
IGHV14-4*01	1	90	91	105	106	147	148	198	199	294
IGHV14-4*02	1	90	91	105	106	147	148	198	199	294
IGHV14S4*01	1	87	88	102	103	144	145	195	196	291
IGHV15-2*01	1	90	91	108	109	150	151	201	202	297
IGHV15-2*02	1	90	91	108	109	150	151	201	202	297
IGHV16-1*01	1	93	94	108	109	150	151	201	202	297
IGHV1S10*01	1	90	91	105	106	147	148	198	199	294
IGHV1S10*02	1	90	91	105	106	147	148	198	199	294
IGHV1S100*01	1	90	91	105	106	147	148	198	199	253
IGHV1S101*01	1	90	91	105	106	147	148	198	199	253
IGHV1S101*02	1	90	91	105	106	147	148	198	199	253
IGHV1S103*01	1	90	91	105	106	147	148	198	199	253
IGHV1S107*01	1	90	91	105	106	147	148	198	199	253
IGHV1S108*01	1	90	91	105	106	147	148	198	199	253
IGHV1S11*01	1	90	91	105	106	147	148	198	199	294
IGHV1S110*01	1	90	91	105	106	147	148	198	199	253
IGHV1S111*01	1	90	91	105	106	147	148	198	199	252
IGHV1S112*01	1	90	91	105	106	147	148	198	199	253
IGHV1S112*02	1	90	91	105	106	147	148	198	199	253
IGHV1S113*01	1	90	91	105	106	147	148	198	199	252
IGHV1S113*02	1	90	91	105	106	147	148	198	199	253
IGHV1S118*01	1	90	91	105	106	147	148	198	199	253
IGHV1S12*01	1	90	91	105	106	147	148	198	199	294
IGHV1S120*01	1	90	91	105	106	147	148	198	199	252
IGHV1S120*02	1	90	91	105	106	147	148	198	199	252
IGHV1S121*01	1	90	91	105	106	147	148	198	199	252
IGHV1S122*01	1	90	91	105	106	147	148	198	199	252
IGHV1S124*01	1	90	91	105	106	147	148	198	199	252
IGHV1S126*01	1	90	91	105	106	147	148	198	199	294
IGHV1S127*01	1	90	91	105	106	147	148	198	199	294
IGHV1S130*01	1	90	91	105	106	147	148	198	199	294
IGHV1S132*01	1	90	91	105	106	147	148	198	199	294
IGHV1S134*01	1	90	91	105	106	147	148	198	199	294
IGHV1S135*01	1	90	91	105	106	147	148	198	199	294
IGHV1S136*01	1	90	91	105	106	147	148	198	199	294
IGHV1S137*01	1	90	91	105	106	147	148	198	199	294
IGHV1S14*01	1	90	91	105	106	147	148	198	199	294
IGHV1S15*01	1	90	91	105	106	147	148	198	199	294
IGHV1S16*01	1	90	91	105	106	147	148	198	199	294
IGHV1S17*01	1	90	91	105	106	147	148	198	199	294
IGHV1S18*01	1	90	91	105	106	147	148	198	199	294
IGHV1S19*01	1	90	91	105	106	147	148	198	199	294
IGHV1S20*01	1	47	48	62	63	104	105	155	156	251
IGHV1S20*02	1	45	46	60	61	102	103	153	154	249
IGHV1S21*01	1	47	48	62	63	104	105	155	156	230
IGHV1S21*02	1	45	46	60	61	102	103	153	154	222
IGHV1S22*01	1	81	82	96	97	138	139	189	190	285
IGHV1S26*01	1	90	91	105	106	147	148	198	199	294
IGHV1S28*01	1	90	91	105	106	147	148	198	199	294
IGHV1S29*01	1	90	91	105	106	147	148	198	199	277
IGHV1S29*02	1	90	91	105	106	147	148	198	199	294
IGHV1S30*01	1	90	91	105	106	147	148	198	199	294
IGHV1S30*02	1	81	82	96	97	138	139	189	190	285
IGHV1S31*01	1	81	82	96	97	138	139	189	190	208
IGHV1S32*01	1	81	82	96	97	138	139	189	190	208
IGHV1S33*01	1	81	82	96	97	138	139	189	190	268
IGHV1S34*01	1	62	63	77	78	119	120	170	171	266
IGHV1S35*01	1	90	91	105	106	147	148	198	199	294
IGHV1S36*01	1	90	91	105	106	147	148	198	199	294
IGHV1S36*02	1	90	91	105	106	147	148	198	199	294
IGHV1S37*01	1	81	82	96	97	138	139	189	190	210
IGHV1S40*01	1	90	91	105	106	147	148	198	199	294
IGHV1S41*01	1	63	64	78	79	120	121	171	172	267
IGHV1S44*01	1	90	91	105	106	147	148	198	199	204
IGHV1S45*01	1	90	91	105	106	147	148	198	199	294
IGHV1S46*01	1	90	91	105	106	147	148	198	199	294
IGHV1S47*01	1	90	91	105	106	147	148	198	199	294
IGHV1S49*01	1	90	91	105	106	147	148	198	199	294
IGHV1S5*01	1	90	91	105	106	147	148	198	199	294
IGHV1S50*01	1	90	91	105	106	147	148	198	199	294
IGHV1S51*01	1	90	91	105	106	147	148	198	199	294
IGHV1S52*01	1	90	91	105	106	147	148	198	199	294
IGHV1S53*01	1	90	91	105	106	147	148	198	199	294
IGHV1S53*02	1	90	91	105	106	147	148	198	199	294
IGHV1S53*03	1	90	91	105	106	147	148	198	199	294
IGHV1S55*01	1	90	91	105	106	147	148	198	199	294
IGHV1S56*01	1	90	91	105	106	147	148	198	199	294
IGHV1S61*01	1	90	91	105	106	147	148	198	199	294
IGHV1S65*01	1	90	91	105	106	147	148	198	199	252
IGHV1S65*02	1	90	91	105	106	147	148	198	199	252
IGHV1S65*03	1	90	91	105	106	147	148	198	199	252
IGHV1S67*01	1	90	91	105	106	147	148	198	199	252
IGHV1S67*02	1	90	91	105	106	147	148	198	199	252
IGHV1S68*01	1	90	91	105	106	147	148	198	199	252
IGHV1S68*02	1	90	91	105	106	147	148	198	199	252
IGHV1S70*01	1	90	91	105	106	147	148	198	199	252
IGHV1S72*01	1	90	91	105	106	147	148	198	199	252
IGHV1S73*01	1	90	91	105	106	147	148	198	199	252
IGHV1S74*01	1	90	91	105	106	147	148	198	199	252
IGHV1S75*01	1	90	91	105	106	147	148	198	199	252
IGHV1S75*02	1	90	91	105	106	147	148	198	199	252
IGHV1S78*01	1	90	91	105	106	147	148	198	199	252
IGHV1S81*01	1	90	91	105	106	147	148	198	199	252
IGHV1S81*02	1	90	91	105	106	147	148	198	199	294
IGHV1S82*01	1	90	91	105	106	147	148	198	199	252
IGHV1S83*01	1	90	91	105	106	147	148	198	199	252
IGHV1S84*01	1	90	91	105	106	147	148	198	199	252
IGHV1S87*01	1	90	91	105	106	147	148	198	199	252
IGHV1S9*01	1	90	91	105	106	147	148	198	199	294
IGHV1S92*01	1	90	91	105	106	147	148	198	199	252
IGHV1S95*01	1	90	91	105	106	147	148	198	199	252
IGHV1S96*01	1	90	91	105	106	147	148	195	196	249
IGHV2-2*01	1	90	91	105	106	147	148	195	196	291
IGHV2-2*02	1	90	91	105	106	147	148	195	196	291
IGHV2-2*03	1	90	91	105	106	147	148	195	196	291
IGHV2-2-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-2-2*01	1	90	91	105	106	147	148	195	196	291
IGHV2-3*01	1	90	91	105	106	147	148	195	196	291
IGHV2-3-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-4*01	1	90	91	105	106	147	148	195	196	291
IGHV2-4*02	1	90	91	105	106	147	148	195	196	291
IGHV2-4-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-5*01	1	90	91	105	106	147	148	195	196	291
IGHV2-5-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6*02	1	90	91	105	106	147	148	195	196	291
IGHV2-6*03	1	90	91	105	106	147	148	195	196	291
IGHV2-6-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-2*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-3*01	1	87	88	102	103	144	145	192	193	288
IGHV2-6-4*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-5*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-6*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-7*01	1	90	91	105	106	147	148	195	196	291
IGHV2-6-7*02	1	90	91	105	106	147	148	195	196	291
IGHV2-6-8*01	1	90	91	105	106	147	148	195	196	291
IGHV2-7*01	1	90	91	105	106	147	148	195	196	291
IGHV2-9*01	1	90	91	105	106	147	148	195	196	291
IGHV2-9*02	1	90	91	105	106	147	148	195	196	291
IGHV2-9-1*01	1	90	91	105	106	147	148	195	196	291
IGHV2-9-2*01	1	90	91	105	106	147	148	195	196	291
IGHV2S3*01	1	90	91	105	106	147	148	195	196	291
IGHV3-1*01	1	90	91	108	109	150	151	198	199	294
IGHV3-1*02	1	90	91	108	109	150	151	198	199	294
IGHV3-2*02	1	90	91	108	109	150	151	198	199	294
IGHV3-3*01	1	90	91	108	109	150	151	198	199	294
IGHV3-3*02	1	90	91	108	109	150	151	198	199	294
IGHV3-4*01	1	90	91	111	112	2	3	50	51	146
IGHV3-4*02	1	90	91	111	112	153	154	201	202	297
IGHV3-5*01	1	90	91	111	112	153	154	201	202	297
IGHV3-5*02	1	90	91	111	112	153	154	201	202	297
IGHV3-6*01	1	90	91	108	109	153	154	201	202	297
IGHV3-6*02	1	90	91	108	109	150	151	198	199	294
IGHV3-6*03	1	90	91	108	109	150	151	198	199	294
IGHV3-7*01	1	90	91	108	109	150	151	198	199	294
IGHV3-7*02	1	90	91	108	109	150	151	198	199	294
IGHV3-8*01	1	90	91	105	106	150	151	198	199	294
IGHV3-8*02	1	90	91	105	106	147	148	195	196	291
IGHV3S1*01	1	90	91	105	106	147	148	195	196	291
IGHV3S1*02	1	90	91	105	106	147	148	195	196	291
IGHV3S7*01	1	90	91	105	106	147	148	195	196	291
IGHV4-1*01	1	90	91	105	106	147	148	195	196	291
IGHV4-1*02	1	90	91	105	106	147	148	198	199	294
IGHV4-2*01	1	90	91	105	106	147	148	198	199	294
IGHV4-2*02	1	90	91	105	106	147	148	198	199	294
IGHV5-1*01	1	90	91	105	106	147	148	198	199	294
IGHV5-1*02	1	90	91	105	106	147	148	198	199	294
IGHV5-12*01	1	90	91	105	106	147	148	198	199	294
IGHV5-12*02	1	90	91	105	106	147	148	198	199	294
IGHV5-12*03	1	90	91	105	106	147	148	198	199	294
IGHV5-12-1*01	1	90	91	105	106	147	148	198	199	294
IGHV5-12-2*01	1	90	91	105	106	147	148	198	199	294
IGHV5-12-2*02	1	57	58	72	73	147	148	198	199	294
IGHV5-12-4*01	1	90	91	105	106	114	115	165	166	261
IGHV5-15*01	1	90	91	105	106	147	148	198	199	294
IGHV5-15*02	1	90	91	105	106	147	148	198	199	294
IGHV5-15*03	1	57	58	72	73	147	148	198	199	294
IGHV5-15*04	1	90	91	105	106	114	115	165	166	261
IGHV5-15*05	1	90	91	105	106	147	148	198	199	294
IGHV5-16*01	1	90	91	105	106	147	148	198	199	294
IGHV5-16*02	1	90	91	105	106	147	148	198	199	294
IGHV5-17*01	1	90	91	105	106	147	148	198	199	294
IGHV5-17*02	1	90	91	105	106	147	148	198	199	294
IGHV5-17*03	1	90	91	105	106	147	148	198	199	294
IGHV5-2*01	1	90	91	105	106	147	148	198	199	294
IGHV5-2*02	1	90	91	105	106	147	148	198	199	294
IGHV5-2*03	1	90	91	105	106	147	148	198	199	294
IGHV5-21*01	1	90	91	105	106	147	148	198	199	294
IGHV5-4*01	1	90	91	105	106	147	148	198	199	294
IGHV5-4*02	1	90	91	105	106	147	148	198	199	294
IGHV5-4*03	1	90	91	105	106	147	148	198	199	294
IGHV5-6*01	1	90	91	105	106	147	148	198	199	294
IGHV5-6*02	1	90	91	105	106	147	148	198	199	294
IGHV5-6*03	1	90	91	105	106	147	148	198	199	294
IGHV5-6-1*01	1	90	91	105	106	147	148	198	199	294
IGHV5-6-2*01	1	90	91	105	106	147	148	198	199	294
IGHV5-6-2*02	1	57	58	72	73	147	148	198	199	294
IGHV5-6-3*01	1	90	91	105	106	114	115	165	166	261
IGHV5-6-3*02	1	24	25	39	40	147	148	198	199	294
IGHV5-6-4*01	1	90	91	105	106	81	82	132	133	228
IGHV5-6-4*02	1	90	91	105	106	147	148	198	199	294
IGHV5-6-5*01	1	90	91	105	106	147	148	198	199	294
IGHV5-6-6*01	1	90	91	105	106	147	148	195	196	291
IGHV5-9*01	1	90	91	105	106	147	148	198	199	294
IGHV5-9*02	1	90	91	105	106	147	148	198	199	294
IGHV5-9*03	1	90	91	105	106	147	148	198	199	294
IGHV5-9*04	1	90	91	105	106	147	148	198	199	294
IGHV5-9-1*01	1	90	91	105	106	147	148	198	199	294
IGHV5-9-1*02	1	90	91	105	106	147	148	198	199	294
IGHV5-9-2*01	1	90	91	105	106	147	148	198	199	294
IGHV5-9-3*01	1	90	91	105	106	147	148	198	199	294
IGHV5-9-4*01	1	90	91	105	106	147	148	198	199	294
IGHV5-9-5*01	1	90	91	105	106	147	148	198	199	294
IGHV5S12*01	1	63	64	78	79	147	148	198	199	294
IGHV5S21*01	1	90	91	105	106	120	121	168	169	264
IGHV5S24*01	1	90	91	105	106	147	148	198	199	294
IGHV5S4*01	1	90	91	105	106	147	148	198	199	294
IGHV5S4*02	1	90	91	105	106	147	148	198	199	294
IGHV5S9*01	1	90	91	105	106	147	148	198	199	294
IGHV6-3*01	1	90	91	105	106	147	148	198	199	294
IGHV6-3*02	1	90	91	105	106	147	148	204	205	299
IGHV6-3*03	1	90	91	105	106	147	148	204	205	299
IGHV6-4*01	1	90	91	105	106	147	148	204	205	300
IGHV6-4*02	1	90	91	105	106	147	148	204	205	300
IGHV6-5*01	1	90	91	105	106	147	148	204	205	300
IGHV6-5*02	1	90	91	105	106	147	148	204	205	300
IGHV6-6*01	1	90	91	105	106	147	148	204	205	300
IGHV6-6*02	1	90	91	105	106	147	148	204	205	300
IGHV6-7*01	1	90	91	105	106	147	148	204	205	300
IGHV6-7*02	1	90	91	105	106	147	148	204	205	300
IGHV6S2*01	1	90	91	105	106	147	148	204	205	300
IGHV7-1*01	1	90	91	105	106	147	148	204	205	300
IGHV7-1*02	1	90	91	105	106	147	148	204	205	300
IGHV7-1*03	1	90	91	105	106	147	148	204	205	300
IGHV7-2*01	1	90	91	105	106	147	148	204	205	300
IGHV7-3*01	1	90	91	105	106	147	148	204	205	300
IGHV7-3*02	1	90	91	105	106	147	148	204	205	300
IGHV7-3*03	1	90	91	105	106	147	148	204	205	300
IGHV7-3*04	1	90	91	105	106	147	148	204	205	300
IGHV7-4*01	1	90	91	105	106	147	148	204	205	300
IGHV7-4*02	1	90	91	105	106	147	148	204	205	300
IGHV7-4*03	1	90	91	105	106	147	148	204	205	300
IGHV7-4*04	1	90	91	105	106	147	148	204	205	300
IGHV8-10*01	1	90	91	111	112	153	154	201	202	297
IGHV8-11*01	1	90	91	111	112	153	154	201	202	297
IGHV8-12*01	1	90	91	111	112	153	154	201	202	297
IGHV8-13*01	1	90	91	111	112	153	154	201	202	297
IGHV8-14*01	1	90	91	111	112	153	154	201	202	297
IGHV8-2*01	1	90	91	108	109	150	151	199	200	294
IGHV8-4*01	1	90	91	111	112	153	154	201	202	297
IGHV8-5*01	1	90	91	111	112	153	154	201	202	297
IGHV8-5*02	1	90	91	111	112	153	154	201	202	285
IGHV8-6*01	1	90	91	111	112	153	154	201	202	297
IGHV8-7*01	1	90	91	111	112	153	154	201	202	294
IGHV8-8*01	1	90	91	111	112	153	154	201	202	297
IGHV8-8*02	1	90	91	111	112	153	154	201	202	285
IGHV8-8-1*01	1	90	91	111	112	153	154	201	202	297
IGHV8-9*01	1	90	91	111	112	153	154	201	202	297
IGHV8-9*02	1	90	91	111	112	153	154	201	202	288
IGHV8-9*03	1	90	91	111	112	153	154	201	202	285
IGHV8S2*01	1	90	91	111	112	153	154	201	202	297
IGHV8S6*01	1	90	91	111	112	153	154	201	202	285
IGHV8S9*01	1	90	91	111	112	153	154	201	202	285
IGHV9-1*01	1	90	91	105	106	147	148	198	199	294
IGHV9-1*02	1	90	91	105	106	147	148	198	199	294
IGHV9-1*03	1	90	91	105	106	147	148	198	199	280
IGHV9-1*04	1	90	91	105	106	147	148	198	199	280
IGHV9-2*01	1	90	91	105	106	147	148	198	199	294
IGHV9-2*02	1	90	91	105	106	147	148	198	199	294
IGHV9-2-1*01	1	90	91	105	106	147	148	198	199	294
IGHV9-3*01	1	90	91	105	106	147	148	198	199	294
IGHV9-3*02	1	90	91	105	106	147	148	198	199	294
IGHV9-3*03	1	90	91	105	106	147	148	198	199	288
IGHV9-3-1*01	1	90	91	105	106	147	148	198	199	294
IGHV9-4*01	1	90	91	105	106	147	148	198	199	294
IGHV9-4*02	1	90	91	105	106	147	148	198	199	294
IGHV9-4*03	1	82	83	97	98	139	140	190	191	280
IGHV9S7*01	1	86	87	101	102	143	144	194	195	284
IGHV9S8*01	1	90	91	105	106	147	148	198	199	288
IGKV1-110*01	1	69	70	117	118	162	163	183	184	279
IGKV1-110*02	1	69	70	117	118	162	163	183	184	279
IGKV1-115*01	1	69	70	117	118	162	163	183	184	279
IGKV1-117*01	1	69	70	117	118	162	163	183	184	279
IGKV1-117*02	1	69	70	117	118	162	163	183	184	279
IGKV1-122*01	1	69	70	117	118	162	163	183	184	279
IGKV1-131*01	1	69	70	117	118	162	163	183	184	279
IGKV1-132*01	1	69	70	117	118	162	163	183	184	279
IGKV1-133*01	1	69	70	117	118	162	163	183	184	279
IGKV1-135*01	1	69	70	117	118	162	163	183	184	279
IGKV1-35*01	1	69	70	117	118	162	163	183	184	279
IGKV1-88*01	1	69	70	117	118	162	163	183	184	279
IGKV1-99*01	1	69	70	117	118	162	163	183	184	279
IGKV10-94*01	1	69	70	102	103	147	148	168	169	264
IGKV10-94*02	1	69	70	102	103	147	148	168	169	264
IGKV10-94*03	1	69	70	102	103	147	148	168	169	264
IGKV10-94*04	1	69	70	102	103	147	148	168	169	264
IGKV10-94*05	1	69	70	102	103	147	148	168	169	264
IGKV10-94*06	1	69	70	102	103	147	148	168	169	264
IGKV10-94*07	1	69	70	102	103	147	148	168	169	264
IGKV10-94*08	1	69	70	102	103	147	148	168	169	264
IGKV10-95*01	1	69	70	102	103	147	148	168	169	264
IGKV10-96*01	1	69	70	102	103	147	148	168	169	264
IGKV10-96*02	1	69	70	102	103	147	148	168	169	264
IGKV10-96*03	1	69	70	102	103	147	148	168	169	264
IGKV10-96*04	1	69	70	102	103	147	148	168	169	264
IGKV10-96*05	1	69	70	102	103	147	148	168	169	264
IGKV10-96*06	1	69	70	102	103	147	148	168	169	264
IGKV11-125*01	1	69	70	102	103	147	148	168	169	264
IGKV12-38*01	1	69	70	102	103	147	148	168	169	264
IGKV12-40*01	1	69	70	102	103	147	148	168	169	264
IGKV12-41*01	1	69	70	102	103	147	148	168	169	264
IGKV12-41*02	1	69	70	102	103	147	148	168	169	264
IGKV12-44*01	1	69	70	102	103	147	148	168	169	264
IGKV12-46*01	1	69	70	102	103	147	148	168	169	264
IGKV12-47*01	1	69	70	102	103	147	148	168	169	264
IGKV12-89*01	1	69	70	102	103	147	148	168	169	264
IGKV12-98*01	1	69	70	102	103	147	148	168	169	264
IGKV12-e*01	1	69	70	102	103	147	148	168	169	264
IGKV13-76*01	1	69	70	102	103	147	148	168	169	264
IGKV13-82*01	1	69	70	102	103	147	148	168	169	264
IGKV13-84*01	1	69	70	102	103	147	148	168	169	264
IGKV13-85*01	1	69	70	102	103	147	148	168	169	264
IGKV13-85*02	1	69	70	102	103	147	148	168	169	256
IGKV13-85*03	1	69	70	102	103	147	148	168	169	256
IGKV14-100*01	1	69	70	102	103	147	148	168	169	264
IGKV14-111*01	1	69	70	102	103	147	148	168	169	264
IGKV14-126*01	1	69	70	102	103	147	148	168	169	264
IGKV14-130*01	1	69	70	102	103	147	148	168	169	264
IGKV15-101*01	1	69	70	102	103	147	148	168	169	264
IGKV15-102*01	1	69	70	102	103	147	148	168	169	264
IGKV15-103*01	1	69	70	102	103	147	148	168	169	264
IGKV16-104*01	1	69	70	102	103	147	148	168	169	264
IGKV17-121*01	1	69	70	102	103	147	148	168	169	264
IGKV17-127*01	1	69	70	102	103	147	148	168	169	264
IGKV17/OR16-3*01	1	69	70	102	103	147	148	168	169	264
IGKV17/OR19-2*01	1	69	70	102	103	147	148	168	169	264
IGKV18-36*01	1	69	70	102	103	147	148	168	169	264
