Clavage	N	Type	abundance	gen_length	subject_id
True	32	J	32	52	IGHJ1
True	33	V	43	296	IGHV1-3
True	33	D left	43	21	IGHD6-19
False	33	D right	43	21	IGHD6-19
True	33	J	43	48	IGHJ4
False	34	V	9	296	IGHV5-51
True	34	D left	9	21	IGHD6-19
True	34	D right	9	21	IGHD6-19
True	34	J	9	48	IGHJ4
False	35	V	28	296	IGHV3-48
True	35	D left	28	21	IGHD6-19
True	35	D right	28	21	IGHD6-19
True	35	J	28	51	IGHJ5
True	36	V	25	296	IGHV1-69
True	36	D left	25	31	IGHD3-3
True	36	D right	25	31	IGHD3-3
True	36	J	25	62	IGHJ6
True	37	V	8	296	IGHV3-48
True	37	D left	8	16	IGHD4-17
True	37	D right	8	16	IGHD4-17
True	37	J	8	51	IGHJ5
True	38	V	40	296	IGHV3-33
True	38	D left	40	31	IGHD3-10
True	38	D right	40	31	IGHD3-10
True	38	J	40	48	IGHJ4
False	39	V	52	296	IGHV3-7
True	39	D left	52	31	IGHD3-22
True	39	D right	52	31	IGHD3-22
True	39	J	52	62	IGHJ6
False	40	V	25	296	IGHV3-23
True	40	D left	25	31	IGHD3-3
True	40	D right	25	31	IGHD3-3
True	40	J	25	53	IGHJ2
False	41	V	53	299	IGHV4-31
True	41	D left	53	16	IGHD4-11
False	41	D right	53	16	IGHD4-11
True	41	J	53	62	IGHJ6
False	42	V	88	296	IGHV1-69
True	42	D left	88	18	IGHD6-6
False	42	D right	88	18	IGHD6-6
True	42	J	88	62	IGHJ6
True	43	V	85	296	IGHV1-69
True	43	D left	85	23	IGHD5-12
True	43	D right	85	23	IGHD5-12
True	43	J	85	62	IGHJ6
False	44	V	75	294	IGHV4-b
True	44	D left	75	20	IGHD1-26
True	44	D right	75	20	IGHD1-26
True	44	J	75	48	IGHJ4
False	45	V	24	302	IGHV3-73
True	45	D left	24	37	IGHD3-16
True	45	D right	24	37	IGHD3-16
True	45	J	24	48	IGHJ4
True	46	V	20	296	IGHV3-23
True	46	D left	20	18	IGHD6-6
True	46	D right	20	18	IGHD6-6
True	46	J	20	48	IGHJ4
True	47	V	326	293	IGHV4-34
True	47	D left	326	23	IGHD5-12
True	47	D right	326	23	IGHD5-12
True	47	J	326	62	IGHJ6
True	48	V	19	293	IGHV4-34
True	48	D left	19	31	IGHD2-2
True	48	D right	19	31	IGHD2-2
False	48	J	19	51	IGHJ5
True	49	V	56	293	IGHV4-34
True	49	D left	56	31	IGHD3-10
True	49	D right	56	31	IGHD3-10
True	49	J	56	48	IGHJ4
True	50	V	20	302	IGHV3-72
True	50	D left	20	31	IGHD3-22
True	50	D right	20	31	IGHD3-22
True	50	J	20	48	IGHJ4
True	51	V	36	296	IGHV3-23
True	51	D left	36	17	IGHD1-7
False	51	D right	36	17	IGHD1-7
True	51	J	36	48	IGHJ4
False	52	V	14	302	IGHV3-49
False	52	D left	14	18	IGHD6-6
True	52	D right	14	18	IGHD6-6
True	52	J	14	51	IGHJ5
True	53	V	17	296	IGHV3-23
True	53	D left	17	31	IGHD3-3
True	53	D right	17	31	IGHD3-3
True	53	J	17	48	IGHJ4
True	54	V	68	296	IGHV1-69
True	54	D left	68	37	IGHD3-16
True	54	D right	68	37	IGHD3-16
False	54	J	68	62	IGHJ6
True	55	V	19	296	IGHV3-7
True	55	D left	19	31	IGHD2-15
True	55	D right	19	31	IGHD2-15
True	55	J	19	48	IGHJ4
False	56	V	55	296	IGHV5-51
True	56	D left	55	31	IGHD3-10
True	56	D right	55	31	IGHD3-10
True	56	J	55	51	IGHJ5
False	57	V	12	293	IGHV4-34
True	57	D left	12	31	IGHD2-8
True	57	D right	12	31	IGHD2-8
True	57	J	12	48	IGHJ4
False	58	V	103	293	IGHV4-34
True	58	D left	103	21	IGHD6-13
True	58	D right	103	21	IGHD6-13
True	58	J	103	62	IGHJ6
True	59	V	10	296	IGHV3-23
True	59	D left	10	31	IGHD3-3
True	59	D right	10	31	IGHD3-3
True	59	J	10	48	IGHJ4
True	60	V	69	305	IGHV6-1
True	60	D left	69	31	IGHD2/OR15-2b
True	60	D right	69	31	IGHD2/OR15-2b
True	60	J	69	51	IGHJ5
True	61	V	81	296	IGHV5-51
True	61	D left	81	19	IGHD4-23
True	61	D right	81	19	IGHD4-23
True	61	J	81	48	IGHJ4
True	62	V	13	296	IGHV3-48
True	62	D left	13	21	IGHD6-13
False	62	D right	13	21	IGHD6-13
True	62	J	13	48	IGHJ4
False	63	V	39	296	IGHV1-69
True	63	D left	39	20	IGHD5-24
True	63	D right	39	20	IGHD5-24
False	63	J	39	51	IGHJ5
True	64	V	46	296	IGHV3-33
True	64	D left	46	31	IGHD2-2
True	64	D right	46	31	IGHD2-2
True	64	J	46	51	IGHJ5
True	65	V	40	296	IGHV1-69
True	65	D left	40	30	IGHD3-10
True	65	D right	40	30	IGHD3-10
True	65	J	40	62	IGHJ6
False	66	V	42	293	IGHV4-34
False	66	D left	42	30	IGHD3-10
True	66	D right	42	30	IGHD3-10
True	66	J	42	62	IGHJ6
True	67	V	38	301	IGHV2-5
True	67	D left	38	19	IGHD4-23
True	67	D right	38	19	IGHD4-23
True	67	J	38	48	IGHJ4
True	68	V	56	296	IGHV1-69
True	68	D left	56	23	IGHD5-12
True	68	D right	56	23	IGHD5-12
True	68	J	56	48	IGHJ4
True	69	V	58	296	IGHV1-69
True	69	D left	58	31	IGHD3-9
True	69	D right	58	31	IGHD3-9
True	69	J	58	62	IGHJ6
False	70	V	20	294	IGHV4-b
True	70	D left	20	16	IGHD4-17
True	70	D right	20	16	IGHD4-17
True	70	J	20	53	IGHJ2
True	71	V	64	296	IGHV1-69
False	71	D left	64	20	IGHD5-24
False	71	D right	64	20	IGHD5-24
True	71	J	64	62	IGHJ6
True	72	V	23	296	IGHV1-69
True	72	D left	23	31	IGHD3-22
True	72	D right	23	31	IGHD3-22
True	72	J	23	51	IGHJ5
False	73	V	85	293	IGHV4-34
True	73	D left	85	31	IGHD3-3
True	73	D right	85	31	IGHD3-3
True	73	J	85	62	IGHJ6
True	74	V	11	296	IGHV1-69
True	74	D left	11	21	IGHD6-19
True	74	D right	11	21	IGHD6-19
True	74	J	11	48	IGHJ4
True	75	V	75	296	IGHV1-69
True	75	D left	75	20	IGHD1-26
True	75	D right	75	20	IGHD1-26
True	75	J	75	48	IGHJ4
True	76	V	19	296	IGHV1-69
True	76	D left	19	31	IGHD3-3
True	76	D right	19	31	IGHD3-3
True	76	J	19	48	IGHJ4
True	77	V	40	296	IGHV3-7
True	77	D left	40	20	IGHD1-26
True	77	D right	40	20	IGHD1-26
True	77	J	40	48	IGHJ4
False	78	V	22	296	IGHV3-48
True	78	D left	22	21	IGHD6-19
True	78	D right	22	21	IGHD6-19
False	78	J	22	48	IGHJ4
True	79	V	18	293	IGHV4-59
True	79	D left	18	31	IGHD2-2
False	79	D right	18	31	IGHD2-2
False	79	J	18	48	IGHJ4
True	80	V	16	299	IGHV4-31
False	80	D left	16	11	IGHD7-27
False	80	D right	16	11	IGHD7-27
True	80	J	16	62	IGHJ6
False	81	V	22	296	IGHV3-48
True	81	D left	22	21	IGHD6-19
True	81	D right	22	21	IGHD6-19
True	81	J	22	51	IGHJ5
True	82	V	30	302	IGHV3-72
True	82	D left	30	31	IGHD2-2
True	82	D right	30	31	IGHD2-2
True	82	J	30	51	IGHJ5
True	83	V	70	299	IGHV4-61
True	83	D left	70	18	IGHD6-6
True	83	D right	70	18	IGHD6-6
True	83	J	70	51	IGHJ5
True	84	V	29	296	IGHV1-69
True	84	D left	29	31	IGHD2-2
True	84	D right	29	31	IGHD2-2
True	84	J	29	62	IGHJ6
False	85	V	49	294	IGHV1-2
True	85	D left	49	31	IGHD2-2
True	85	D right	49	31	IGHD2-2
True	85	J	49	51	IGHJ5
True	86	V	21	302	IGHV3-15
True	86	D left	21	31	IGHD3-22
True	86	D right	21	31	IGHD3-22
True	86	J	21	48	IGHJ4
True	87	V	19	293	IGHV4-59
True	87	D left	19	19	IGHD4-23
True	87	D right	19	19	IGHD4-23
True	87	J	19	48	IGHJ4
False	88	V	18	296	IGHV1-58
True	88	D left	18	28	IGHD2-21
True	88	D right	18	28	IGHD2-21
True	88	J	18	48	IGHJ4
True	89	V	54	296	IGHV5-51
True	89	D left	54	31	IGHD3-22
True	89	D right	54	31	IGHD3-22
True	89	J	54	48	IGHJ4
False	90	V	10	296	IGHV3-30
True	90	D left	10	31	IGHD3-22
True	90	D right	10	31	IGHD3-22
True	90	J	10	48	IGHJ4
True	91	V	31	293	IGHV4-59
True	91	D left	31	18	IGHD6-6
False	91	D right	31	18	IGHD6-6
True	91	J	31	48	IGHJ4
True	92	V	5	296	IGHV3-23
True	92	D left	5	20	IGHD5-24
True	92	D right	5	20	IGHD5-24
False	92	J	5	48	IGHJ4
False	93	V	34	296	IGHV3-23
True	93	D left	34	16	IGHD4-17
False	93	D right	34	16	IGHD4-17
True	93	J	34	48	IGHJ4
True	94	V	21	298	IGHV3-9
True	94	D left	21	31	IGHD2-8
True	94	D right	21	31	IGHD2-8
True	94	J	21	48	IGHJ4
True	95	V	15	302	IGHV3-49
True	95	D left	15	17	IGHD1-7
True	95	D right	15	17	IGHD1-7
True	95	J	15	62	IGHJ6
True	96	V	13	296	IGHV3-33
True	96	D left	13	28	IGHD2-21
True	96	D right	13	28	IGHD2-21
True	96	J	13	52	IGHJ1
False	97	V	57	296	IGHV1-18
True	97	D left	57	31	IGHD3-9
True	97	D right	57	31	IGHD3-9
True	97	J	57	51	IGHJ5
False	98	V	41	305	IGHV6-1
True	98	D left	41	21	IGHD6-19
False	98	D right	41	21	IGHD6-19
True	98	J	41	51	IGHJ5
True	99	V	27	296	IGHV4-4
True	99	D left	27	30	IGHD3-10
True	99	D right	27	30	IGHD3-10
True	99	J	27	51	IGHJ5
True	100	V	58	296	IGHV3-48
True	100	D left	58	31	IGHD3-22
True	100	D right	58	31	IGHD3-22
False	100	J	58	62	IGHJ6
False	101	V	31	293	IGHV4-34
True	101	D left	31	16	IGHD4-17
False	101	D right	31	16	IGHD4-17
True	101	J	31	51	IGHJ5
True	102	V	35	294	IGHV4-b
True	102	D left	35	20	IGHD1-26
True	102	D right	35	20	IGHD1-26
True	102	J	35	48	IGHJ4
True	103	V	54	296	IGHV3-74
True	103	D left	54	31	IGHD3-22
True	103	D right	54	31	IGHD3-22
True	103	J	54	48	IGHJ4
False	104	V	18	296	IGHV3-21
True	104	D left	18	31	IGHD3-10
True	104	D right	18	31	IGHD3-10
True	104	J	18	51	IGHJ5
True	105	V	65	293	IGHV4-59
True	105	D left	65	37	IGHD3-16
True	105	D right	65	37	IGHD3-16
True	105	J	65	62	IGHJ6
False	106	V	71	296	IGHV3-21
True	106	J	71	51	IGHJ5
True	107	V	11	294	IGHV1-2
True	107	D left	11	31	IGHD3-22
True	107	D right	11	31	IGHD3-22
True	107	J	11	52	IGHJ1
True	108	V	11	296	IGHV3-11
True	108	D left	11	23	IGHD5-12
True	108	D right	11	23	IGHD5-12
True	108	J	11	48	IGHJ4
False	109	V	85	293	IGHV4-34
False	109	D left	85	23	IGHD5-12
True	109	D right	85	23	IGHD5-12
True	109	J	85	62	IGHJ6
True	110	V	54	296	IGHV1-69
True	110	D left	54	18	IGHD6-6
True	110	D right	54	18	IGHD6-6
True	110	J	54	62	IGHJ6
False	111	V	32	296	IGHV3-23
True	111	D left	32	31	IGHD3-22
True	111	D right	32	31	IGHD3-22
True	111	J	32	48	IGHJ4
True	112	V	9	302	IGHV3-15
True	112	D left	9	31	IGHD3-3
True	112	D right	9	31	IGHD3-3
True	112	J	9	51	IGHJ5
True	113	V	86	294	IGHV4-b
True	113	D left	86	37	IGHD3-16
True	113	D right	86	37	IGHD3-16
True	113	J	86	48	IGHJ4
True	114	V	83	293	IGHV4-59
True	114	D left	83	21	IGHD6-13
True	114	D right	83	21	IGHD6-13
True	114	J	83	62	IGHJ6
True	115	V	92	293	IGHV4-59
True	115	D left	92	31	IGHD2-15
True	115	D right	92	31	IGHD2-15
True	115	J	92	48	IGHJ4
True	116	V	12	296	IGHV4-4
True	116	D left	12	31	IGHD3-10
True	116	D right	12	31	IGHD3-10
True	116	J	12	48	IGHJ4
False	117	V	69	296	IGHV1-69
True	117	D left	69	31	IGHD3-22
True	117	D right	69	31	IGHD3-22
True	117	J	69	62	IGHJ6
False	118	V	11	296	IGHV1-69
False	118	D left	11	16	IGHD4-17
True	118	D right	11	16	IGHD4-17
True	118	J	11	53	IGHJ2
False	119	V	14	294	IGHV3-30-3
True	119	D left	14	20	IGHD5-5
False	119	D right	14	20	IGHD5-5
True	119	J	14	48	IGHJ4
True	120	V	68	296	IGHV1-3
True	120	D left	68	21	IGHD6-13
True	120	D right	68	21	IGHD6-13
True	120	J	68	48	IGHJ4
False	121	V	107	296	IGHV1-24
True	121	D left	107	37	IGHD3-16
True	121	D right	107	37	IGHD3-16
True	121	J	107	48	IGHJ4
True	122	V	24	296	IGHV1-69
True	122	D left	24	31	IGHD3-3
True	122	D right	24	31	IGHD3-3
True	122	J	24	62	IGHJ6
True	123	V	32	296	IGHV1-24
False	123	D left	32	31	IGHD3-10
True	123	D right	32	31	IGHD3-10
True	123	J	32	51	IGHJ5
True	124	V	47	296	IGHV1-69
True	124	D left	47	37	IGHD3-16
True	124	D right	47	37	IGHD3-16
True	124	J	47	62	IGHJ6
False	125	V	8	296	IGHV3-21
True	125	D left	8	18	IGHD6-6
False	125	D right	8	18	IGHD6-6
True	125	J	8	51	IGHJ5
False	126	V	17	293	IGHV4-34
True	126	D left	17	31	IGHD3-10
True	126	D right	17	31	IGHD3-10
False	126	J	17	48	IGHJ4
False	127	V	34	296	IGHV3-33
True	127	D left	34	20	IGHD1-26
False	127	D right	34	20	IGHD1-26
False	127	J	34	48	IGHJ4
False	128	V	23	294	IGHV1-2
True	128	D left	23	20	IGHD1-26
True	128	D right	23	20	IGHD1-26
False	128	J	23	48	IGHJ4
True	129	V	78	296	IGHV1-24
True	129	D left	78	21	IGHD6-13
True	129	D right	78	21	IGHD6-13
True	129	J	78	62	IGHJ6
False	130	V	143	296	IGHV1-18
True	130	D left	143	16	IGHD4-17
False	130	D right	143	16	IGHD4-17
True	130	J	143	62	IGHJ6
True	131	V	21	302	IGHV3-15
True	131	D left	21	37	IGHD3-16
True	131	D right	21	37	IGHD3-16
True	131	J	21	51	IGHJ5
True	132	V	132	293	IGHV4-34
True	132	D left	132	18	IGHD6-6
False	132	D right	132	18	IGHD6-6
True	132	J	132	51	IGHJ5
True	133	V	19	302	IGHV3-49
True	133	D left	19	31	IGHD2-15
True	133	D right	19	31	IGHD2-15
False	133	J	19	48	IGHJ4
True	134	V	94	293	IGHV4-59
True	134	D left	94	31	IGHD2-2
True	134	D right	94	31	IGHD2-2
True	134	J	94	62	IGHJ6
True	135	V	29	296	IGHV3-23
True	135	D left	29	37	IGHD3-16
True	135	D right	29	37	IGHD3-16
True	135	J	29	51	IGHJ5
True	136	V	26	296	IGHV3-30
True	136	D left	26	31	IGHD3-9
True	136	D right	26	31	IGHD3-9
True	136	J	26	51	IGHJ5
False	137	V	17	296	IGHV3-23
True	137	D left	17	21	IGHD6-19
False	137	D right	17	21	IGHD6-19
False	137	J	17	48	IGHJ4
False	138	V	40	296	IGHV3-30
True	138	D left	40	16	IGHD4-17
True	138	D right	40	16	IGHD4-17
True	138	J	40	48	IGHJ4
True	139	V	54	296	IGHV1-69
True	139	D left	54	20	IGHD5-5
True	139	D right	54	20	IGHD5-5
False	139	J	54	48	IGHJ4
False	140	V	26	296	IGHV1-24
False	140	D left	26	31	IGHD3-22
True	140	D right	26	31	IGHD3-22
True	140	J	26	48	IGHJ4
False	141	V	16	296	IGHV3-33
True	141	D left	16	16	IGHD4-11
True	141	D right	16	16	IGHD4-11
True	141	J	16	62	IGHJ6
True	142	V	28	293	IGHV4-59
True	142	D left	28	21	IGHD6-13
True	142	D right	28	21	IGHD6-13
True	142	J	28	48	IGHJ4
True	143	V	39	296	IGHV3-11
True	143	D left	39	20	IGHD5-5
False	143	D right	39	20	IGHD5-5
True	143	J	39	62	IGHJ6
True	144	V	22	296	IGHV3-21
True	144	D left	22	20	IGHD1-26
True	144	D right	22	20	IGHD1-26
True	144	J	22	48	IGHJ4
True	145	V	119	293	IGHV4-59
True	145	D left	119	30	IGHD3-10
True	145	D right	119	30	IGHD3-10
True	145	J	119	62	IGHJ6
True	146	V	32	299	IGHV4-61
True	146	D left	32	31	IGHD3-3
True	146	D right	32	31	IGHD3-3
True	146	J	32	62	IGHJ6
False	147	V	15	293	IGHV4-59
True	147	D left	15	31	IGHD3-22
True	147	D right	15	31	IGHD3-22
True	147	J	15	48	IGHJ4
False	148	V	91	296	IGHV1-69
True	148	D left	91	31	IGHD3-10
True	148	D right	91	31	IGHD3-10
True	148	J	91	62	IGHJ6
True	149	V	48	296	IGHV3-33
True	149	D left	48	31	IGHD2-2
True	149	D right	48	31	IGHD2-2
True	149	J	48	62	IGHJ6
True	150	V	10	298	IGHV3-9
True	150	D left	10	31	IGHD3-10
True	150	D right	10	31	IGHD3-10
True	150	J	10	48	IGHJ4
True	151	V	13	294	IGHV5-a
True	151	D left	13	16	IGHD4-17
True	151	D right	13	16	IGHD4-17
False	151	J	13	51	IGHJ5
False	152	V	35	305	IGHV6-1
True	152	D left	35	31	IGHD2-15
True	152	D right	35	31	IGHD2-15
True	152	J	35	48	IGHJ4
True	153	V	10	296	IGHV3-23
True	153	D left	10	20	IGHD1-26
True	153	D right	10	20	IGHD1-26
True	153	J	10	62	IGHJ6
False	154	V	6	296	IGHV3-48
True	154	D left	6	31	IGHD2-15
False	154	D right	6	31	IGHD2-15
True	154	J	6	48	IGHJ4
False	155	V	18	296	IGHV3-23
False	155	D left	18	31	IGHD3-22
True	155	D right	18	31	IGHD3-22
False	155	J	18	48	IGHJ4
False	156	V	22	296	IGHV4-4
True	156	D left	22	17	IGHD1-7
True	156	D right	22	17	IGHD1-7
True	156	J	22	62	IGHJ6
True	157	V	44	296	IGHV3-23
True	157	D left	44	20	IGHD1-26
True	157	D right	44	20	IGHD1-26
True	157	J	44	48	IGHJ4
True	158	V	45	296	IGHV1-69
True	158	D left	45	28	IGHD2-21
True	158	D right	45	28	IGHD2-21
True	158	J	45	62	IGHJ6
True	159	V	44	296	IGHV1-69
True	159	D left	44	31	IGHD3-22
True	159	D right	44	31	IGHD3-22
False	159	J	44	48	IGHJ4
True	160	V	64	296	IGHV1-69
True	160	D left	64	21	IGHD6-19
True	160	D right	64	21	IGHD6-19
True	160	J	64	62	IGHJ6
True	161	V	39	296	IGHV3-23
False	161	D left	39	20	IGHD5-5
True	161	D right	39	20	IGHD5-5
True	161	J	39	48	IGHJ4
True	162	V	82	296	IGHV1-69
False	162	D left	82	31	IGHD3-22
True	162	D right	82	31	IGHD3-22
False	162	J	82	53	IGHJ2
False	163	V	6	299	IGLV1-40
True	163	J	6	38	IGLJ1
False	164	V	63	294	IGHV1-f
True	164	D left	63	20	IGHD5-24
True	164	D right	63	20	IGHD5-24
True	164	J	63	62	IGHJ6
False	165	V	11	296	IGHV3-30
False	165	D left	11	28	IGHD2-21
True	165	D right	11	28	IGHD2-21
False	165	J	11	48	IGHJ4
True	166	V	45	299	IGHV4-31
True	166	D left	45	23	IGHD5-12
True	166	D right	45	23	IGHD5-12
True	166	J	45	48	IGHJ4
True	167	V	35	296	IGHV3-7
True	167	D left	35	20	IGHD1-26
True	167	D right	35	20	IGHD1-26
True	167	J	35	62	IGHJ6
False	168	V	32	296	IGHV3-11
False	168	D left	32	31	IGHD3-22
True	168	D right	32	31	IGHD3-22
True	168	J	32	48	IGHJ4
True	169	V	170	296	IGHV1-3
True	169	J	170	51	IGHJ5
False	170	V	34	296	IGHV1-46
True	170	D left	34	31	IGHD2-15
True	170	D right	34	31	IGHD2-15
True	170	J	34	48	IGHJ4
True	171	V	18	296	IGHV3-23
True	171	D left	18	31	IGHD2-2
True	171	D right	18	31	IGHD2-2
True	171	J	18	48	IGHJ4
False	172	V	46	294	IGHV4-b
True	172	D left	46	20	IGHD5-24
True	172	D right	46	20	IGHD5-24
False	172	J	46	51	IGHJ5
True	173	V	33	293	IGHV4-59
True	173	D left	33	18	IGHD6-6
True	173	D right	33	18	IGHD6-6
False	173	J	33	51	IGHJ5
False	174	V	28	296	IGHV3-48
True	174	D left	28	20	IGHD1-26
True	174	D right	28	20	IGHD1-26
True	174	J	28	48	IGHJ4
True	175	V	47	296	IGHV3-23
True	175	D left	47	18	IGHD6-6
False	175	D right	47	18	IGHD6-6
True	175	J	47	48	IGHJ4
True	176	V	29	298	IGHV3-9
True	176	D left	29	31	IGHD2-2
True	176	D right	29	31	IGHD2-2
False	176	J	29	48	IGHJ4
False	177	V	45	291	IGHV3-53
True	177	D left	45	20	IGHD5-5
True	177	D right	45	20	IGHD5-5
True	177	J	45	48	IGHJ4
False	178	V	47	296	IGHV3-30
True	178	D left	47	20	IGHD5-24
True	178	D right	47	20	IGHD5-24
True	178	J	47	48	IGHJ4
False	179	V	25	296	IGHV3-33
True	179	D left	25	20	IGHD1-26
True	179	D right	25	20	IGHD1-26
True	179	J	25	48	IGHJ4
True	180	V	57	296	IGHV3-33
True	180	D left	57	31	IGHD3-10
True	180	D right	57	31	IGHD3-10
False	180	J	57	62	IGHJ6
True	181	V	16	294	IGHV4-b
True	181	D left	16	37	IGHD3-16
True	181	D right	16	37	IGHD3-16
True	181	J	16	48	IGHJ4
False	182	V	23	296	IGHV3-23
True	182	D left	23	31	IGHD3-3
True	182	D right	23	31	IGHD3-3
True	182	J	23	48	IGHJ4
True	183	V	51	293	IGHV4-34
True	183	D left	51	31	IGHD3-10
True	183	D right	51	31	IGHD3-10
True	183	J	51	62	IGHJ6
True	184	V	6	296	IGHV1-69
True	184	D left	6	31	IGHD3-9
True	184	D right	6	31	IGHD3-9
True	184	J	6	51	IGHJ5
False	185	V	198	305	IGHV6-1
True	185	D left	198	31	IGHD3-10
True	185	D right	198	31	IGHD3-10
True	185	J	198	48	IGHJ4
False	186	V	66	293	IGHV4-34
True	186	D left	66	23	IGHD5-12
True	186	D right	66	23	IGHD5-12
True	186	J	66	62	IGHJ6
True	187	V	38	296	IGHV3-74
True	187	D left	38	31	IGHD3-10
True	187	D right	38	31	IGHD3-10
True	187	J	38	62	IGHJ6
True	188	V	29	293	IGHV3-53
True	188	D left	29	20	IGHD5-24
True	188	D right	29	20	IGHD5-24
True	188	J	29	48	IGHJ4
True	189	V	33	302	IGHV3-73
True	189	D left	33	21	IGHD6-19
True	189	D right	33	21	IGHD6-19
True	189	J	33	48	IGHJ4
False	190	V	31	296	IGHV3-7
True	190	J	31	48	IGHJ4
False	191	V	24	296	IGHV1-3
True	191	J	24	48	IGHJ4
False	192	V	46	296	IGHV1-69
True	192	D left	46	31	IGHD3-3
True	192	D right	46	31	IGHD3-3
True	192	J	46	62	IGHJ6
False	193	V	24	302	IGHV3-72
True	193	D left	24	28	IGHD2-21
True	193	D right	24	28	IGHD2-21
True	193	J	24	48	IGHJ4
