Clavage	N	Type	abundance	gen_length	subject_id
False	17	D right	6	17	IGHD1-20
True	17	J	6	48	IGHJ4
True	18	V	7	296	IGHV7-4-1
True	18	D left	7	21	IGHD6-19
False	18	D right	7	21	IGHD6-19
False	18	J	7	48	IGHJ4
False	19	V	5	296	IGHV1-69
True	19	D left	5	17	IGHD1-1
False	19	D right	5	17	IGHD1-1
True	19	J	5	62	IGHJ6
True	20	V	12	296	IGHV5-51
True	20	D left	12	16	IGHD4-17
False	20	D right	12	16	IGHD4-17
False	20	J	12	50	IGHJ3
True	21	V	35	296	IGHV1-8
True	21	D left	35	31	IGHD3-10
True	21	D right	35	31	IGHD3-10
True	21	J	35	48	IGHJ4
True	22	V	5	296	IGHV3-7
True	22	D left	5	31	IGHD3-3
True	22	D right	5	31	IGHD3-3
True	22	J	5	48	IGHJ4
False	23	V	6	296	IGHV1-46
True	23	D left	6	31	IGHD3-22
True	23	D right	6	31	IGHD3-22
True	23	J	6	51	IGHJ5
True	24	V	11	301	IGHV2-5
True	24	D left	11	31	IGHD3-3
True	24	D right	11	31	IGHD3-3
True	24	J	11	50	IGHJ3
True	25	V	84	296	IGHV3-7
True	25	D left	84	16	IGHD4-17
True	25	D right	84	16	IGHD4-17
True	25	J	84	48	IGHJ4
False	26	V	7	300	IGHV2-5
True	26	D left	7	21	IGHD6-19
True	26	D right	7	21	IGHD6-19
True	26	J	7	48	IGHJ4
False	27	V	5	296	IGHV1-69
False	27	D left	5	20	IGHD5-5
True	27	D right	5	20	IGHD5-5
True	27	J	5	48	IGHJ4
True	28	V	8	296	IGHV1-69
True	28	D left	8	20	IGHD1-26
True	28	D right	8	20	IGHD1-26
True	28	J	8	50	IGHJ3
False	29	V	6	296	IGHV3-23
True	29	D left	6	30	IGHD3-10
True	29	D right	6	30	IGHD3-10
True	29	J	6	48	IGHJ4
True	30	V	117	296	IGHV3-7
True	30	D left	117	21	IGHD6-13
False	30	D right	117	21	IGHD6-13
True	30	J	117	52	IGHJ1
False	31	V	6	296	IGHV5-51
True	31	D left	6	28	IGHD2-21
False	31	D right	6	28	IGHD2-21
True	31	J	6	51	IGHJ5
True	32	V	5	296	IGHV7-4-1
True	32	D left	5	21	IGHD6-13
False	32	D right	5	21	IGHD6-13
True	32	J	5	53	IGHJ2
True	33	V	40	296	IGHV3-7
True	33	D left	40	17	IGHD1-20
False	33	D right	40	17	IGHD1-20
True	33	J	40	48	IGHJ4
True	34	V	6	296	IGHV7-4-1
True	34	D left	6	31	IGHD3-22
True	34	D right	6	31	IGHD3-22
False	34	J	6	51	IGHJ5
True	35	V	14	298	IGHV3-43
True	35	D left	14	31	IGHD2-8
True	35	D right	14	31	IGHD2-8
True	35	J	14	62	IGHJ6
True	36	V	5	298	IGHV3-9
True	36	D left	5	31	IGHD3-10
True	36	D right	5	31	IGHD3-10
True	36	J	5	62	IGHJ6
True	37	V	5	296	IGHV1-69
True	37	D left	5	20	IGHD5-5
True	37	D right	5	20	IGHD5-5
False	37	J	5	48	IGHJ4
True	38	V	36	299	IGHV4-39
True	38	D left	36	17	IGHD1-20
True	38	D right	36	17	IGHD1-20
True	38	J	36	53	IGHJ2
True	39	V	9	296	IGHV7-4-1
True	39	D left	9	23	IGHD5-12
True	39	D right	9	23	IGHD5-12
True	39	J	9	62	IGHJ6
True	40	V	9	296	IGHV5-51
True	40	D left	9	31	IGHD3-10
True	40	D right	9	31	IGHD3-10
True	40	J	9	62	IGHJ6
True	41	V	12	296	IGHV5-51
True	41	D left	12	20	IGHD5-5
True	41	D right	12	20	IGHD5-5
True	41	J	12	50	IGHJ3
False	42	V	5	296	IGHV1-69
True	42	D left	5	28	IGHD2-21
True	42	D right	5	28	IGHD2-21
True	42	J	5	50	IGHJ3
True	43	V	6	305	IGHV6-1
True	43	D left	6	21	IGHD6-19
True	43	D right	6	21	IGHD6-19
False	43	J	6	50	IGHJ3
True	44	V	5	296	IGHV7-4-1
True	44	D left	5	23	IGHD5-12
True	44	D right	5	23	IGHD5-12
True	44	J	5	62	IGHJ6
True	45	V	120	296	IGHV3-30
True	45	D left	120	20	IGHD1-26
True	45	D right	120	20	IGHD1-26
True	45	J	120	48	IGHJ4
False	46	V	6	296	IGHV1-69
True	46	D left	6	20	IGHD5-24
True	46	D right	6	20	IGHD5-24
True	46	J	6	62	IGHJ6
True	47	V	30	296	IGHV7-4-1
True	47	D left	30	28	IGHD2-21
False	47	D right	30	28	IGHD2-21
True	47	J	30	62	IGHJ6
True	48	V	13	296	IGHV5-51
True	48	D left	13	37	IGHD3-16
True	48	D right	13	37	IGHD3-16
False	48	J	13	62	IGHJ6
True	49	V	24	293	IGHV3-53
True	49	J	24	51	IGHJ5
False	50	V	7	296	IGHV5-51
True	50	D left	7	21	IGHD6-13
True	50	D right	7	21	IGHD6-13
True	50	J	7	62	IGHJ6
True	51	V	65	296	IGHV3-48
True	51	D left	65	28	IGHD2-21
True	51	D right	65	28	IGHD2-21
True	51	J	65	48	IGHJ4
False	52	V	7	296	IGHV5-51
True	52	D left	7	19	IGHD4-23
True	52	D right	7	19	IGHD4-23
False	52	J	7	50	IGHJ3
False	53	V	6	296	IGHV5-51
False	53	D left	6	31	IGHD3-22
True	53	D right	6	31	IGHD3-22
True	53	J	6	50	IGHJ3
True	54	V	5	296	IGHV1-69
True	54	D left	5	31	IGHD2-8
True	54	D right	5	31	IGHD2-8
True	54	J	5	48	IGHJ4
True	55	V	8	298	IGHV3-43
True	55	D left	8	31	IGHD3-9
True	55	D right	8	31	IGHD3-9
True	55	J	8	62	IGHJ6
True	56	V	5	296	IGHV5-51
True	56	D left	5	31	IGHD3-10
True	56	D right	5	31	IGHD3-10
False	56	J	5	50	IGHJ3
False	57	V	7	296	IGHV3-7
True	57	D left	7	17	IGHD1-20
False	57	D right	7	17	IGHD1-20
True	57	J	7	51	IGHJ5
True	58	V	13	296	IGHV7-4-1
True	58	D left	13	28	IGHD2-21
False	58	D right	13	28	IGHD2-21
True	58	J	13	62	IGHJ6
False	59	V	10	296	IGHV3-7
True	59	D left	10	19	IGHD4-23
False	59	D right	10	19	IGHD4-23
True	59	J	10	48	IGHJ4
False	60	V	6	296	IGHV1-3
True	60	D left	6	28	IGHD2-21
True	60	D right	6	28	IGHD2-21
True	60	J	6	50	IGHJ3
False	61	V	10	296	IGHV7-4-1
True	61	D left	10	21	IGHD6-19
True	61	D right	10	21	IGHD6-19
True	61	J	10	50	IGHJ3
True	62	V	5	296	IGHV5-51
True	62	D left	5	21	IGHD6-19
True	62	D right	5	21	IGHD6-19
True	62	J	5	48	IGHJ4
True	63	V	5	296	IGHV3-11
True	63	D left	5	17	IGHD1-14
True	63	D right	5	17	IGHD1-14
True	63	J	5	48	IGHJ4
True	64	V	9	296	IGHV5-51
True	64	D left	9	31	IGHD3-22
True	64	D right	9	31	IGHD3-22
True	64	J	9	50	IGHJ3
True	65	V	5	305	IGHV6-1
True	65	D left	5	21	IGHD6-19
True	65	D right	5	21	IGHD6-19
True	65	J	5	62	IGHJ6
False	66	V	6	296	IGHV7-4-1
True	66	D left	6	20	IGHD5-24
True	66	D right	6	20	IGHD5-24
True	66	J	6	62	IGHJ6
True	67	V	6	305	IGHV6-1
True	67	D left	6	18	IGHD6-6
False	67	D right	6	18	IGHD6-6
False	67	J	6	50	IGHJ3
True	68	V	5	296	IGHV1-18
True	68	D left	5	21	IGHD6-13
True	68	D right	5	21	IGHD6-13
True	68	J	5	48	IGHJ4
False	69	V	13	296	IGHV3-74
True	69	D left	13	31	IGHD2-8
True	69	D right	13	31	IGHD2-8
True	69	J	13	51	IGHJ5
True	70	V	32	296	IGHV3-23
True	70	D left	32	21	IGHD6-13
True	70	D right	32	21	IGHD6-13
True	70	J	32	51	IGHJ5
True	71	V	5	296	IGHV1-69
True	71	D left	5	31	IGHD3-9
True	71	D right	5	31	IGHD3-9
True	71	J	5	62	IGHJ6
True	72	V	22	296	IGHV3-30
True	72	D left	22	16	IGHD4-17
True	72	D right	22	16	IGHD4-17
True	72	J	22	48	IGHJ4
True	73	V	12	298	IGHV3-43
True	73	D left	12	16	IGHD4-11
False	73	D right	12	16	IGHD4-11
True	73	J	12	62	IGHJ6
True	74	V	30	296	IGHV7-4-1
True	74	D left	30	37	IGHD3-16
True	74	D right	30	37	IGHD3-16
True	74	J	30	52	IGHJ1
True	75	V	16	296	IGHV5-51
True	75	D left	16	20	IGHD1-26
True	75	D right	16	20	IGHD1-26
True	75	J	16	62	IGHJ6
True	76	V	19	296	IGHV5-51
True	76	D left	19	19	IGHD4/OR15-4b
True	76	D right	19	19	IGHD4/OR15-4b
True	76	J	19	50	IGHJ3
False	77	V	18	296	IGHV1-8
True	77	D left	18	31	IGHD3-9
True	77	D right	18	31	IGHD3-9
True	77	J	18	48	IGHJ4
False	78	V	11	296	IGHV7-4-1
False	78	D left	11	21	IGHD6-19
True	78	D right	11	21	IGHD6-19
True	78	J	11	51	IGHJ5
True	79	V	6	296	IGHV1-18
False	79	D left	6	16	IGHD4-17
False	79	D right	6	16	IGHD4-17
False	79	J	6	51	IGHJ5
False	80	V	5	296	IGHV1-18
True	80	D left	5	21	IGHD6-19
False	80	D right	5	21	IGHD6-19
True	80	J	5	62	IGHJ6
True	81	V	106	296	IGHV3-7
True	81	D left	106	20	IGHD1-26
True	81	D right	106	20	IGHD1-26
True	82	V	7	296	IGHV5-51
True	82	D left	7	19	IGHD4-23
False	82	D right	7	19	IGHD4-23
True	82	J	7	48	IGHJ4
True	83	V	12	296	IGHV5-51
True	83	D left	12	31	IGHD2-15
True	83	D right	12	31	IGHD2-15
True	83	J	12	62	IGHJ6
True	84	V	16	296	IGHV1-8
True	84	D left	16	20	IGHD1-26
True	84	D right	16	20	IGHD1-26
True	84	J	16	48	IGHJ4
True	85	V	20	296	IGHV7-4-1
True	85	D left	20	23	IGHD5-12
True	85	D right	20	23	IGHD5-12
True	85	J	20	48	IGHJ4
True	86	V	51	293	IGHV3-53
True	86	D left	51	31	IGHD2-15
True	86	D right	51	31	IGHD2-15
True	86	J	51	48	IGHJ4
True	87	V	5	293	IGHV4-59
True	87	D left	5	20	IGHD1-26
True	87	D right	5	20	IGHD1-26
True	87	J	5	48	IGHJ4
True	88	V	27	296	IGHV3-48
True	88	D left	27	30	IGHD3-10
True	88	D right	27	30	IGHD3-10
True	88	J	27	52	IGHJ1
True	89	V	79	293	IGHV3-53
True	89	D left	79	31	IGHD2-15
True	89	D right	79	31	IGHD2-15
True	89	J	79	51	IGHJ5
True	90	V	6	296	IGHV7-4-1
True	90	D left	6	19	IGHD4-23
True	90	D right	6	19	IGHD4-23
True	90	J	6	51	IGHJ5
False	91	V	9	296	IGHV1-8
True	91	D left	9	31	IGHD3-9
True	91	D right	9	31	IGHD3-9
False	91	J	9	62	IGHJ6
True	92	V	6	296	IGHV1-69
True	92	D left	6	21	IGHD6-13
True	92	D right	6	21	IGHD6-13
True	92	J	6	48	IGHJ4
True	93	V	5	296	IGHV1-8
True	93	D left	5	17	IGHD1-20
False	93	D right	5	17	IGHD1-20
False	93	J	5	50	IGHJ3
True	94	V	22	296	IGHV1-3
True	94	D left	22	16	IGHD4-17
False	94	D right	22	16	IGHD4-17
True	94	J	22	48	IGHJ4
False	95	V	6	296	IGHV1-69
True	95	D left	6	31	IGHD3-10
True	95	D right	6	31	IGHD3-10
False	95	J	6	51	IGHJ5
True	96	V	6	296	IGHV5-51
True	96	D left	6	20	IGHD1-26
True	96	D right	6	20	IGHD1-26
True	96	J	6	48	IGHJ4
False	97	V	5	296	IGHV1-8
True	97	D left	5	21	IGHD6-13
True	97	D right	5	21	IGHD6-13
True	97	J	5	48	IGHJ4
False	98	V	48	296	IGHV3-7
True	98	D left	48	31	IGHD2-2
True	98	D right	48	31	IGHD2-2
True	98	J	48	51	IGHJ5
True	99	V	18	298	IGHV3-9
True	99	D left	18	21	IGHD6-19
True	99	D right	18	21	IGHD6-19
True	99	J	18	48	IGHJ4
True	100	V	6	296	IGHV5-51
True	100	D left	6	37	IGHD3-16
True	100	D right	6	37	IGHD3-16
True	100	J	6	48	IGHJ4
True	101	V	17	305	IGHV6-1
True	101	D left	17	20	IGHD1-26
True	101	D right	17	20	IGHD1-26
True	101	J	17	50	IGHJ3
True	102	V	8	299	IGHV4-39
True	102	D left	8	31	IGHD3-22
True	102	D right	8	31	IGHD3-22
True	102	J	8	48	IGHJ4
False	103	V	23	296	IGHV3-7
True	103	D left	23	28	IGHD2-21
True	103	D right	23	28	IGHD2-21
True	103	J	23	48	IGHJ4
False	104	V	6	296	IGHV5-51
True	104	D left	6	31	IGHD2-2
True	104	D right	6	31	IGHD2-2
True	104	J	6	62	IGHJ6
True	105	V	5	296	IGHV7-4-1
True	105	D left	5	23	IGHD5-12
True	105	D right	5	23	IGHD5-12
True	105	J	5	48	IGHJ4
True	106	V	7	296	IGHV1-3
True	106	D left	7	20	IGHD1-26
True	106	D right	7	20	IGHD1-26
True	106	J	7	62	IGHJ6
False	107	V	6	296	IGHV1-18
True	107	D left	6	20	IGHD5-24
True	107	D right	6	20	IGHD5-24
False	107	J	6	51	IGHJ5
True	108	V	6	296	IGHV1-69
True	108	D left	6	31	IGHD2-15
True	108	D right	6	31	IGHD2-15
True	108	J	6	62	IGHJ6
True	109	V	5	296	IGHV5-51
True	109	D left	5	21	IGHD6-13
False	109	D right	5	21	IGHD6-13
True	109	J	5	62	IGHJ6
True	110	V	6	296	IGHV5-51
True	110	D left	6	30	IGHD3-10
True	110	D right	6	30	IGHD3-10
True	110	J	6	50	IGHJ3
True	111	V	7	296	IGHV1-3
True	111	D left	7	20	IGHD1-26
True	111	D right	7	20	IGHD1-26
False	111	J	7	50	IGHJ3
True	112	V	7	302	IGHV3-49
True	112	D left	7	30	IGHD3-10
True	112	D right	7	30	IGHD3-10
False	112	J	7	51	IGHJ5
True	113	V	5	296	IGHV3-21
True	113	D left	5	31	IGHD2-15
True	113	D right	5	31	IGHD2-15
True	113	J	5	51	IGHJ5
True	114	V	6	296	IGHV3-48
True	114	D left	6	21	IGHD6-13
False	114	D right	6	21	IGHD6-13
True	114	J	6	48	IGHJ4
False	115	V	5	296	IGHV1-8
True	115	D left	5	17	IGHD1-20
False	115	D right	5	17	IGHD1-20
True	115	J	5	48	IGHJ4
False	116	V	8	296	IGHV3-7
True	116	D left	8	20	IGHD1-26
True	116	D right	8	20	IGHD1-26
True	116	J	8	62	IGHJ6
False	117	V	36	296	IGHV3-7
False	117	D left	36	21	IGHD6-19
True	117	D right	36	21	IGHD6-19
True	117	J	36	51	IGHJ5
True	118	V	8	296	IGHV1-18
True	118	D left	8	21	IGHD6-13
True	118	D right	8	21	IGHD6-13
True	118	J	8	62	IGHJ6
True	119	V	6	296	IGHV1-69
True	119	D left	6	31	IGHD3-10
True	119	D right	6	31	IGHD3-10
True	119	J	6	51	IGHJ5
True	120	V	5	296	IGHV1-18
True	120	D left	5	23	IGHD5-12
True	120	D right	5	23	IGHD5-12
True	120	J	5	48	IGHJ4
True	121	V	15	296	IGHV3-30
True	121	D left	15	20	IGHD1-26
True	121	D right	15	20	IGHD1-26
True	121	J	15	48	IGHJ4
True	122	V	6	296	IGHV1-46
True	122	D left	6	37	IGHD3-16
True	122	D right	6	37	IGHD3-16
True	122	J	6	51	IGHJ5
False	123	V	6	296	IGHV1-8
True	123	D left	6	19	IGHD4-23
True	123	D right	6	19	IGHD4-23
True	123	J	6	51	IGHJ5
True	124	V	6	296	IGHV7-4-1
True	124	D left	6	31	IGHD3-10
True	124	D right	6	31	IGHD3-10
True	124	J	6	48	IGHJ4
True	125	V	5	293	IGHV3-53
True	125	D left	5	17	IGHD1-7
True	125	D right	5	17	IGHD1-7
True	125	J	5	50	IGHJ3
True	126	V	7	293	IGHV3-53
True	126	D left	7	31	IGHD3-3
True	126	D right	7	31	IGHD3-3
True	126	J	7	48	IGHJ4
False	127	V	6	296	IGHV5-51
True	127	D left	6	31	IGHD2-8
True	127	D right	6	31	IGHD2-8
True	127	J	6	53	IGHJ2
True	128	V	12	296	IGHV5-51
True	128	D left	12	28	IGHD2-21
True	128	D right	12	28	IGHD2-21
False	128	J	12	53	IGHJ2
True	129	V	6	296	IGHV1-3
True	129	D left	6	11	IGHD7-27
False	129	D right	6	11	IGHD7-27
True	129	J	6	48	IGHJ4
True	130	V	95	296	IGHV3-7
True	130	D left	95	31	IGHD2-8
True	130	D right	95	31	IGHD2-8
True	130	J	95	48	IGHJ4
True	131	V	7	296	IGHV7-4-1
True	131	D left	7	21	IGHD6-13
True	131	D right	7	21	IGHD6-13
True	131	J	7	62	IGHJ6
False	132	V	5	296	IGHV1-8
True	132	D left	5	31	IGHD2-8
True	132	D right	5	31	IGHD2-8
True	132	J	5	50	IGHJ3
False	133	V	5	296	IGHV1-18
False	133	D left	5	11	IGHD7-27
False	133	D right	5	11	IGHD7-27
True	133	J	5	62	IGHJ6
True	134	V	6	296	IGHV7-4-1
False	134	D left	6	18	IGHD6-6
True	134	D right	6	18	IGHD6-6
True	134	J	6	62	IGHJ6
True	135	V	127	305	IGHV6-1
True	135	D left	127	21	IGHD6-19
True	135	D right	127	21	IGHD6-19
False	135	J	127	50	IGHJ3
True	136	V	6	296	IGHV7-4-1
False	136	D left	6	31	IGHD3-10
True	136	D right	6	31	IGHD3-10
True	136	J	6	48	IGHJ4
True	137	V	8	296	IGHV7-4-1
True	137	D left	8	28	IGHD2-21
True	137	D right	8	28	IGHD2-21
True	137	J	8	53	IGHJ2
False	138	V	5	296	IGHV5-51
True	138	D left	5	31	IGHD3-22
True	138	D right	5	31	IGHD3-22
True	138	J	5	48	IGHJ4
True	139	V	8	293	IGHV3-53
True	139	D left	8	30	IGHD3-10
True	139	D right	8	30	IGHD3-10
True	139	J	8	48	IGHJ4
True	140	V	8	293	IGHV3-53
True	140	D left	8	31	IGHD2-15
True	140	D right	8	31	IGHD2-15
True	140	J	8	48	IGHJ4
False	141	V	5	296	IGHV3-23
True	141	D left	5	31	IGHD2-2
True	141	D right	5	31	IGHD2-2
True	141	J	5	62	IGHJ6
True	142	V	6	293	IGHV3-53
True	142	J	6	51	IGHJ5
False	143	V	37	296	IGHV7-4-1
True	143	D left	37	23	IGHD5-12
True	143	D right	37	23	IGHD5-12
False	143	J	37	48	IGHJ4
False	144	V	6	296	IGHV5-51
False	144	D left	6	31	IGHD3-22
True	144	D right	6	31	IGHD3-22
True	144	J	6	48	IGHJ4
True	145	V	6	296	IGHV1-69
True	145	D left	6	31	IGHD2-2
True	145	D right	6	31	IGHD2-2
True	145	J	6	62	IGHJ6
False	146	V	7	296	IGHV1-24
True	146	J	7	48	IGHJ4
True	147	V	6	296	IGHV5-51
True	147	D left	6	23	IGHD5/OR15-5b
True	147	D right	6	23	IGHD5/OR15-5b
True	147	J	6	48	IGHJ4
False	148	V	5	296	IGHV1-18
True	148	J	5	48	IGHJ4
True	149	V	189	296	IGHV3-7
True	149	D left	189	20	IGHD1-26
True	149	D right	189	20	IGHD1-26
True	149	J	189	48	IGHJ4
True	150	V	5	296	IGHV5-51
True	150	D left	5	31	IGHD3-9
True	150	D right	5	31	IGHD3-9
False	150	J	5	62	IGHJ6
False	151	V	6	296	IGHV5-51
True	151	D left	6	16	IGHD4-17
True	151	D right	6	16	IGHD4-17
False	151	J	6	53	IGHJ2
True	152	V	8	296	IGHV1-69
True	152	D left	8	21	IGHD6-19
False	152	D right	8	21	IGHD6-19
False	152	J	8	50	IGHJ3
True	153	V	6	296	IGHV5-51
False	153	D left	6	23	IGHD5-12
True	153	D right	6	23	IGHD5-12
True	153	J	6	51	IGHJ5
False	154	V	42	296	IGHV3-7
True	154	D left	42	31	IGHD3-3
True	154	D right	42	31	IGHD3-3
True	154	J	42	51	IGHJ5
True	155	V	5	296	IGHV1-58
True	155	D left	5	21	IGHD6-19
False	155	D right	5	21	IGHD6-19
True	155	J	5	53	IGHJ2
True	156	V	8	305	IGHV6-1
True	156	D left	8	18	IGHD6-25
True	156	D right	8	18	IGHD6-25
True	156	J	8	53	IGHJ2
False	157	V	6	296	IGHV1-69
True	157	D left	6	31	IGHD2-2
True	157	D right	6	31	IGHD2-2
True	157	J	6	62	IGHJ6
False	158	V	8	296	IGHV5-51
True	158	D left	8	16	IGHD4-17
True	158	D right	8	16	IGHD4-17
True	158	J	8	62	IGHJ6
True	159	V	5	296	IGHV3-74
False	159	D left	5	16	IGHD4-17
True	159	D right	5	16	IGHD4-17
True	159	J	5	48	IGHJ4
False	160	V	5	296	IGHV3-23
True	160	D left	5	21	IGHD6-19
True	160	D right	5	21	IGHD6-19
True	160	J	5	53	IGHJ2
True	161	V	5	293	IGHV4-59
True	161	D left	5	31	IGHD2/OR15-2b
True	161	D right	5	31	IGHD2/OR15-2b
True	161	J	5	48	IGHJ4
True	162	V	92	296	IGHV7-4-1
True	162	D left	92	37	IGHD3-16
True	162	D right	92	37	IGHD3-16
True	162	J	92	52	IGHJ1
False	163	V	10	296	IGHV5-51
True	163	D left	10	19	IGHD4-23
True	163	D right	10	19	IGHD4-23
True	163	J	10	50	IGHJ3
False	164	V	5	305	IGHV6-1
True	164	D left	5	21	IGHD6-19
True	164	D right	5	21	IGHD6-19
True	164	J	5	48	IGHJ4
True	165	V	12	296	IGHV3-23
True	165	D left	12	21	IGHD6-19
True	165	D right	12	21	IGHD6-19
True	165	J	12	62	IGHJ6
False	166	V	8	296	IGHV1-8
True	166	D left	8	31	IGHD3-10
True	166	D right	8	31	IGHD3-10
True	166	J	8	51	IGHJ5
False	167	V	5	296	IGHV1-69
True	167	D left	5	37	IGHD3-16
True	167	D right	5	37	IGHD3-16
False	167	J	5	48	IGHJ4
False	168	V	6	296	IGHV5-51
True	168	D left	6	16	IGHD4-17
False	168	D right	6	16	IGHD4-17
True	168	J	6	48	IGHJ4
True	169	V	8	296	IGHV1-18
True	169	D left	8	31	IGHD3-3
True	169	D right	8	31	IGHD3-3
True	169	J	8	48	IGHJ4
False	170	V	7	296	IGHV1-8
True	170	D left	7	21	IGHD6-19
False	170	D right	7	21	IGHD6-19
False	170	J	7	62	IGHJ6
True	171	V	120	296	IGHV7-4-1
True	171	J	120	52	IGHJ1
True	172	V	49	302	IGHV3-72
True	172	D left	49	19	IGHD4/OR15-4b
True	172	D right	49	19	IGHD4/OR15-4b
True	172	J	49	48	IGHJ4
False	173	V	33	296	IGHV1-18
True	173	D left	33	31	IGHD3-10
True	173	D right	33	31	IGHD3-10
True	173	J	33	48	IGHJ4
True	174	V	5	302	IGHV3-72
True	174	D left	5	28	IGHD2-21
True	174	D right	5	28	IGHD2-21
True	174	J	5	48	IGHJ4
True	175	V	10	296	IGHV5-51
True	175	D left	10	31	IGHD3-9
True	175	D right	10	31	IGHD3-9
True	175	J	10	62	IGHJ6
False	176	V	7	296	IGHV5-51
True	176	D left	7	31	IGHD2-15
True	176	D right	7	31	IGHD2-15
True	176	J	7	62	IGHJ6
True	177	V	7	296	IGHV7-4-1
True	177	D left	7	11	IGHD7-27
True	177	D right	7	11	IGHD7-27
True	177	J	7	50	IGHJ3
True	178	V	9	296	IGHV3-23
True	178	D left	9	31	IGHD3-10
True	178	D right	9	31	IGHD3-10
True	178	J	9	48	IGHJ4
True	179	V	6	299	IGHV4-31
True	179	D left	6	30	IGHD3-10
True	179	D right	6	30	IGHD3-10
True	179	J	6	52	IGHJ1
True	180	V	5	301	IGHV2-5
True	180	D left	5	31	IGHD2-2
True	180	D right	5	31	IGHD2-2
True	180	J	5	62	IGHJ6
True	181	V	35	296	IGHV3-7
True	181	D left	35	31	IGHD2-8
True	181	D right	35	31	IGHD2-8
True	181	J	35	48	IGHJ4
True	182	V	7	296	IGHV5-51
True	182	D left	7	31	IGHD2-2
True	182	D right	7	31	IGHD2-2
False	182	J	7	50	IGHJ3
True	183	V	12	296	IGHV7-4-1
True	183	D left	12	11	IGHD7-27
False	183	D right	12	11	IGHD7-27
True	183	J	12	62	IGHJ6
True	184	V	7	296	IGHV5-51
True	184	D left	7	31	IGHD3-10
True	184	D right	7	31	IGHD3-10
False	184	J	7	53	IGHJ2
True	185	V	6	296	IGHV1-3
True	185	D left	6	16	IGHD4-11
True	185	D right	6	16	IGHD4-11
True	185	J	6	50	IGHJ3
True	186	V	8	296	IGHV5-51
True	186	D left	8	31	IGHD3-10
True	186	D right	8	31	IGHD3-10
False	186	J	8	50	IGHJ3
False	187	V	7	296	IGHV1-69
True	187	D left	7	20	IGHD1-26
False	187	D right	7	20	IGHD1-26
True	187	J	7	62	IGHJ6
True	188	V	20	296	IGHV3-23
True	188	D left	20	20	IGHD1-26
True	188	D right	20	20	IGHD1-26
True	188	J	20	48	IGHJ4
True	189	V	13	296	IGHV5-51
True	189	D left	13	20	IGHD1-26
True	189	D right	13	20	IGHD1-26
True	189	J	13	62	IGHJ6
True	190	V	6	296	IGHV5-51
True	190	D left	6	21	IGHD6-19
False	190	D right	6	21	IGHD6-19
True	190	J	6	51	IGHJ5
False	191	V	5	305	IGHV6-1
True	191	D left	5	21	IGHD6-13
True	191	D right	5	21	IGHD6-13
True	191	J	5	50	IGHJ3
True	192	V	8	296	IGHV5-51
False	192	D left	8	11	IGHD7-27
